instance,time,ubound, nb_iter,chemin
1400_USA-road-d.COL.gr,1.626094102859497,42505.7,0,88/ 362/ 471/ 1237/ 834/ 612/ 360/ 448/ 293/ 1050/ 1232/ 945/ 554/ 529/ 1053
1400_USA-road-d.NY.gr,0.6633360385894775,67883.94,1,1144/ 722/ 1054/ 875/ 618/ 617/ 1117/ 1070/ 1093/ 1068/ 866/ 697/ 856/ 392/ 240/ 1220/ 923/ 1171/ 1235/ 1223/ 1206/ 1270/ 1271/ 1296
140_USA-road-d.BAY.gr,0.01832890510559082,15643.660000000002,0,63/ 58/ 104/ 48/ 99/ 116/ 105/ 130/ 136
140_USA-road-d.COL.gr,0.011132001876831055,24651.02,2,60/ 83/ 117/ 78/ 97/ 138/ 137/ 127/ 126/ 108/ 129
140_USA-road-d.NY.gr,0.012937068939208984,39267.79,0,134/ 98/ 78/ 108/ 46/ 38/ 41/ 122/ 120/ 140
1500_USA-road-d.BAY.gr,1.1394860744476318,79379.73000000001,1,1177/ 1161/ 1123/ 1370/ 900/ 582/ 671/ 658/ 1235/ 850/ 424/ 414/ 889/ 1382/ 1478/ 1491/ 1288/ 1361/ 1153/ 1443/ 1152/ 1381/ 1363/ 1323/ 1338
1900_USA-road-d.COL.gr,3.2802600860595703,42505.7,0,88/ 362/ 213/ 518/ 1534/ 409/ 178/ 1510/ 899/ 966/ 1679/ 1528/ 1674/ 1001/ 1053
2500_USA-road-d.COL.gr,3.7565958499908447,55495.16,0,88/ 189/ 249/ 1007/ 464/ 1114/ 2014/ 138/ 567/ 2280/ 590/ 1429/ 1477/ 2063/ 1649/ 1630/ 2486/ 2175/ 2391/ 2088
1900_USA-road-d.NY.gr,0.886955976486206,69098.25,0,1133/ 1390/ 1190/ 1171/ 1237/ 617/ 1772/ 1070/ 1044/ 855/ 1724/ 1463/ 326/ 906/ 396/ 916/ 1683/ 1176/ 1240/ 1547/ 1850/ 1826/ 1756/ 1785
1500_USA-road-d.COL.gr,1.363109827041626,42505.7,0,88/ 238/ 1033/ 1336/ 1236/ 1498/ 1200/ 1221/ 247/ 1103/ 1043/ 945/ 1000/ 1285/ 1053
2500_USA-road-d.NY.gr,1.4474639892578125,71974.35,0,1792/ 1296/ 1746/ 2385/ 1638/ 2382/ 1673/ 1512/ 2373/ 2029/ 1570/ 2463/ 2112/ 1856/ 2278/ 2374/ 1969/ 2104/ 2414/ 2434/ 2358/ 2317/ 1973
1500_USA-road-d.NY.gr,0.5866711139678955,66475.47,0,1144/ 1418/ 1054/ 1183/ 1053/ 1254/ 1117/ 1070/ 1093/ 507/ 866/ 1445/ 856/ 1406/ 240/ 360/ 640/ 579/ 1235/ 1223/ 1469/ 1282/ 1296
250_USA-road-d.BAY.gr,0.03519701957702637,19247.969999999998,0,159/ 105/ 184/ 136/ 133/ 92/ 194/ 118/ 127/ 224
250_USA-road-d.COL.gr,0.03966784477233887,34677.409999999996,0,83/ 196/ 215/ 195/ 214/ 165/ 164/ 213/ 193/ 246/ 181/ 161
250_USA-road-d.NY.gr,0.03460407257080078,58663.38,1,147/ 234/ 60/ 190/ 185/ 66/ 208/ 87/ 246/ 151/ 239
300_USA-road-d.BAY.gr,0.054572105407714844,21954.18,2,224/ 127/ 277/ 264/ 256/ 86/ 136/ 84/ 105/ 160/ 269
2000_USA-road-d.BAY.gr,1.0854628086090088,67603.99999999999,0,1712/ 1862/ 1915/ 1861/ 1869/ 1332/ 1812/ 1065/ 405/ 1518/ 1799/ 946/ 1120/ 1640/ 1237/ 503/ 860/ 825/ 1246/ 1238/ 1161/ 1177/ 1864/ 1918
300_USA-road-d.COL.gr,0.18615102767944336,36488.409999999996,0,83/ 196/ 265/ 237/ 214/ 247/ 127/ 263/ 82/ 201/ 234/ 281/ 260
300_USA-road-d.NY.gr,0.04039502143859863,59376.17,0,239/ 252/ 246/ 254/ 291/ 271/ 258/ 218/ 277/ 166/ 172/ 79/ 275/ 149/ 279
350_USA-road-d.BAY.gr,0.06951904296875,21954.18,2,224/ 330/ 277/ 264/ 185/ 246/ 290/ 209/ 335/ 284/ 269
350_USA-road-d.COL.gr,0.06979894638061523,39395.56,1,215/ 196/ 256/ 167/ 233/ 86/ 10/ 47/ 314/ 24/ 112/ 302/ 347
350_USA-road-d.NY.gr,0.0890340805053711,45262.89,0,242/ 133/ 210/ 79/ 155/ 83/ 233/ 259/ 300/ 271/ 248/ 350/ 349
400_USA-road-d.BAY.gr,0.10667300224304199,32288.360000000004,5,269/ 160/ 289/ 84/ 276/ 381/ 393/ 358/ 339/ 321/ 60/ 267/ 249/ 382
1600_USA-road-d.BAY.gr,1.0910799503326416,81809.73000000001,1,1329/ 1404/ 1330/ 1115/ 1152/ 1572/ 1153/ 1402/ 1487/ 1424/ 1457/ 1422/ 1045/ 330/ 577/ 1564/ 936/ 791/ 1577/ 1411/ 1372/ 862/ 792/ 826/ 1545/ 1580
400_USA-road-d.COL.gr,0.27625489234924316,40845.5,0,83/ 258/ 265/ 237/ 292/ 247/ 127/ 180/ 351/ 212/ 291/ 211/ 260/ 389
400_USA-road-d.NY.gr,0.054289817810058594,45262.89,0,242/ 133/ 210/ 79/ 172/ 61/ 144/ 323/ 330/ 375/ 291/ 270/ 349
40_USA-road-d.BAY.gr,0.0028162002563476562,12664.33,1,29/ 21/ 14/ 19/ 10/ 40
40_USA-road-d.COL.gr,0.003114938735961914,15058.97,0,24/ 36/ 18/ 33/ 28/ 27
40_USA-road-d.NY.gr,0.0026090145111083984,19099.500000000004,0,24/ 18/ 28/ 4/ 29/ 39
450_USA-road-d.BAY.gr,0.10991787910461426,32288.360000000004,6,269/ 284/ 428/ 143/ 418/ 381/ 393/ 358/ 445/ 321/ 60/ 267/ 422/ 382
450_USA-road-d.COL.gr,0.08968806266784668,40845.5,0,83/ 258/ 334/ 237/ 292/ 295/ 236/ 155/ 163/ 304/ 181/ 281/ 260/ 389
450_USA-road-d.NY.gr,0.3345680236816406,53381.09,0,279/ 290/ 408/ 200/ 27/ 95/ 162/ 71/ 108/ 336/ 439/ 335/ 239/ 360/ 401/ 369/ 431
500_USA-road-d.BAY.gr,0.10458493232727051,41929.57000000001,4,466/ 458/ 474/ 273/ 423/ 476/ 287/ 393/ 358/ 445/ 450/ 500/ 481
500_USA-road-d.COL.gr,0.1211249828338623,40845.5,0,83/ 258/ 265/ 485/ 251/ 109/ 355/ 263/ 465/ 424/ 469/ 346/ 260/ 389
500_USA-road-d.NY.gr,0.05174088478088379,77352.17,1,463/ 431/ 354/ 449/ 452/ 348/ 270/ 291/ 322/ 258/ 259/ 60/ 493/ 394/ 283/ 491/ 489/ 458/ 488
550_USA-road-d.BAY.gr,0.18326091766357422,48650.29,3,413/ 426/ 438/ 110/ 359/ 532/ 288/ 533/ 382/ 422/ 267/ 212/ 510/ 383/ 511/ 393/ 493/ 373/ 537
550_USA-road-d.COL.gr,0.5236551761627197,40845.5,0,83/ 258/ 489/ 308/ 393/ 109/ 164/ 425/ 507/ 372/ 234/ 161/ 260/ 389
550_USA-road-d.NY.gr,0.09169197082519531,76742.90999999999,1,463/ 521/ 510/ 346/ 525/ 374/ 270/ 476/ 271/ 319/ 141/ 391/ 308/ 394/ 283/ 491/ 489/ 458/ 488
2000_USA-road-d.COL.gr,2.6280200481414795,50172.479999999996,0,88/ 1622/ 331/ 1387/ 1032/ 1547/ 1900/ 1999/ 1079/ 61/ 1538/ 311/ 1870/ 1912/ 1300/ 1916/ 1871/ 1887
1600_USA-road-d.COL.gr,1.95802903175354,42505.7,0,88/ 538/ 1401/ 1437/ 759/ 1352/ 1081/ 448/ 1487/ 185/ 767/ 774/ 479/ 1398/ 1053
1600_USA-road-d.NY.gr,0.5853288173675537,66475.47,0,1133/ 621/ 1190/ 1171/ 298/ 1248/ 1108/ 1070/ 1044/ 855/ 866/ 1463/ 326/ 280/ 240/ 581/ 923/ 579/ 1240/ 1547/ 1554/ 1288/ 1307
160_USA-road-d.BAY.gr,0.02152419090270996,14081.580000000002,1,74/ 41/ 129/ 83/ 75/ 145/ 116/ 105/ 159
2000_USA-road-d.NY.gr,0.8432490825653076,72476.79999999999,0,1792/ 1604/ 1271/ 1403/ 1286/ 1298/ 1481/ 1256/ 1702/ 662/ 1047/ 1490/ 627/ 1562/ 1439/ 1420/ 1394/ 1943/ 1630/ 954/ 1343/ 1741/ 1950/ 1973
200_USA-road-d.BAY.gr,0.061508893966674805,14081.580000000002,1,74/ 41/ 129/ 141/ 142/ 145/ 166/ 164/ 159
200_USA-road-d.COL.gr,0.01374506950378418,37623.45,0,161/ 181/ 179/ 163/ 155/ 101/ 109/ 166/ 139/ 117/ 83/ 196
200_USA-road-d.NY.gr,0.01688694953918457,37332.26,0,137/ 125/ 116/ 165/ 11/ 190/ 172/ 184/ 120/ 149
20_USA-road-d.BAY.gr,0.00086212158203125,15332.560000000001,1,15/ 11/ 13/ 5/ 17
20_USA-road-d.COL.gr,0.0006229877471923828,7076.52,0,12/ 10/ 14/ 17/ 15
20_USA-road-d.NY.gr,0.0006067752838134766,9454.470000000001,1,2/ 8/ 17/ 9
2100_USA-road-d.BAY.gr,1.4637999534606934,72250.15999999999,0,1788/ 1956/ 1407/ 1914/ 939/ 771/ 1638/ 860/ 995/ 1692/ 861/ 581/ 559/ 888/ 1270/ 405/ 520/ 1962/ 1424/ 1913/ 2018/ 1948/ 1489/ 2070/ 2038
2100_USA-road-d.COL.gr,2.135179042816162,43998.7,0,88/ 1837/ 249/ 1007/ 172/ 967/ 178/ 555/ 482/ 1531/ 1043/ 1030/ 1430/ 1924/ 2048/ 2013
2100_USA-road-d.NY.gr,0.7609319686889648,123256.84999999999,1,1785/ 1756/ 1555/ 1850/ 1806/ 1240/ 579/ 324/ 360/ 396/ 1810/ 1828/ 1463/ 866/ 1068/ 442/ 1740/ 1108/ 617/ 1237/ 1943/ 646/ 1203/ 2042/ 2030/ 1582/ 1569/ 1092/ 635/ 1327/ 1927/ 1434/ 1974
2200_USA-road-d.BAY.gr,0.7340638637542725,80869.20999999999,2,1580/ 1641/ 1497/ 2187/ 1900/ 825/ 2043/ 1577/ 1692/ 1639/ 1960/ 2122/ 1272/ 414/ 1982/ 1340/ 1845/ 1965/ 2087/ 2018/ 2178/ 1489/ 1804/ 2177/ 2127/ 2073/ 2128/ 2179
2200_USA-road-d.COL.gr,2.7381398677825928,48962.93,0,88/ 1935/ 1353/ 212/ 361/ 833/ 2018/ 1932/ 1487/ 591/ 338/ 946/ 669/ 2006/ 1997/ 2033/ 2153
2200_USA-road-d.NY.gr,0.9420368671417236,123256.84999999999,1,1785/ 1756/ 1739/ 1850/ 1904/ 1824/ 1437/ 1163/ 360/ 1450/ 1810/ 856/ 1463/ 866/ 855/ 694/ 1740/ 1108/ 1248/ 1281/ 1431/ 1956/ 621/ 2042/ 1599/ 2021/ 625/ 1092/ 1869/ 1678/ 1927/ 1928/ 1974
2300_USA-road-d.BAY.gr,0.9728758335113525,77192.09999999999,0,1788/ 1456/ 1789/ 2090/ 939/ 1792/ 1097/ 1122/ 2026/ 2089/ 1639/ 581/ 1878/ 424/ 1673/ 510/ 1340/ 1409/ 2137/ 2087/ 2233/ 2178/ 1489/ 2230/ 2276/ 2300
2300_USA-road-d.COL.gr,2.429749011993408,50172.479999999996,0,88/ 238/ 701/ 536/ 904/ 2050/ 775/ 181/ 955/ 1330/ 1669/ 946/ 1882/ 2256/ 1410/ 2216/ 2299/ 2272
