instance,time,ubound,nb_iter,chemin
300_USA-road-d.COL.gr,1.271155834197998,34605.270000000004,1,83/ 60/ 110/ 65/ 46/ 168/ 2/ 13/ 37/ 134/ 113/ 261/ 161/ 260
300_USA-road-d.NY.gr,1.498811960220337,35802.76999999999,1,239/ 204/ 152/ 199/ 240/ 262/ 187/ 102/ 174/ 85/ 54/ 275/ 149/ 279
350_USA-road-d.BAY.gr,2.320693016052246,21954.18,1,224/ 330/ 277/ 77/ 185/ 281/ 290/ 280/ 335/ 284/ 269
350_USA-road-d.COL.gr,1.9000070095062256,30611.049999999996,1,215/ 308/ 338/ 117/ 27/ 242/ 17/ 39/ 144/ 221/ 270/ 302/ 347
350_USA-road-d.NY.gr,1.4774119853973389,45262.89,0,242/ 133/ 210/ 79/ 155/ 83/ 233/ 259/ 300/ 271/ 248/ 350/ 349
400_USA-road-d.BAY.gr,3.2152609825134277,32288.360000000004,1,269/ 160/ 138/ 130/ 290/ 381/ 393/ 358/ 339/ 321/ 60/ 375/ 249/ 382
400_USA-road-d.COL.gr,1.9079489707946777,39223.99999999999,1,83/ 189/ 110/ 217/ 267/ 218/ 2/ 170/ 199/ 336/ 317/ 192/ 281/ 260/ 389
400_USA-road-d.NY.gr,1.832975149154663,45262.89,0,242/ 133/ 210/ 79/ 172/ 61/ 144/ 323/ 330/ 375/ 291/ 270/ 349
40_USA-road-d.BAY.gr,0.04343008995056152,12664.33,1,29/ 21/ 14/ 19/ 34/ 40
40_USA-road-d.COL.gr,0.04155302047729492,15058.97,0,24/ 36/ 18/ 33/ 28/ 27
40_USA-road-d.NY.gr,0.05944395065307617,17330.100000000002,1,24/ 18/ 21/ 11/ 15/ 39
2000_USA-road-d.BAY.gr,40.497560024261475,67603.99999999999,0,1712/ 1862/ 1915/ 1861/ 1869/ 1332/ 1812/ 1065/ 405/ 1518/ 1799/ 946/ 1120/ 1640/ 1237/ 503/ 860/ 825/ 1246/ 1238/ 1161/ 1177/ 1864/ 1918
450_USA-road-d.BAY.gr,4.205327033996582,32288.360000000004,1,269/ 440/ 105/ 84/ 276/ 381/ 393/ 358/ 224/ 321/ 212/ 267/ 422/ 382
